,text,label
1236,i left that day feeling a little dirty and wondering if i should morally take the class,sadness
1237,i still feel really shaken about the whole thing,fear
1238,i hemmed and hawed over it and finally decided to fight it since the thought of it left me feeling so outraged and unjust,anger
1239,i get this overwhelming feeling that i am truly blessed,joy
1240,i guess in non metaphoric terms i seem grumpy unhappy unfeeling and bitchy,anger
1241,i feel guilty that s why,sadness
1242,i have a lot of respect for this kind of photography more than what i feel towards that fake sort of thing consisting mostly of fog effects and girls who look just out of a lewis carroll s novel a genre held in regard by many emerging photographers,sadness
1243,i was feeling a little sentimental,sadness
1244,i dont know if it was because i almost got a feeling that he actually might like me or if it was because i got the feeling that he liked olivia,love
1245,i was feeling quite grumpy when ajmed parked the jeep in front of yet another huge rock in the early dusk,anger
1246,i was made to feel ashamed of who i was,sadness
1247,i feel insecure about my arms,fear
1248,i wish that i d feel as dignified in my homeland as i do in every other country,joy
1249,i feel that students in my classroom will enjoy and respect the opportunities to use their own artistic creativity,joy
1250,i like the kickoffs to borrow an expression from an englishman i know because i don t feel rushed in the morning,anger
1251,i feel my sweet boy traveling this difficult road alongside me,love
1252,i feel rich for a special occasion i will buy crab,joy
1253,i still wear it often especially if i am feeling anxious or worried about the future,fear
1254,im fighting some sniffles that developed last night wasnt feeling the most energetic this morning,joy
1255,i feel just like john from brave new world,joy
1256,i allow that mormonism is crazy i feel like krakauer almost randomly chose a religion to pick apart and deem violent,anger
1257,i was feeling crappy i still decided to go,sadness
1258,i generally refrain from putting friends bands up here mostly because i feel pretty goddamn weird about it but fuck it,fear
1259,i feel terrific but won t hammer it home,joy
1260,i am older and my life is very different i can feel how amazed i was that morning,surprise
1261,i just want to stop feeling this terrified of the unknown,fear
1262,i know is that i feel somewhat defective in the romance department,sadness
1263,i feel this way about blake lively,joy
1264,i cant dos that leave me feeling helpless,fear
1265,im feeling more hopeful today than i did yesterday,joy
1266,i do things according to my own feelings intuition disturbed by tuitions studies sci volunteer corps hauntings dogs charmed guitar piano horror movies thrillers mysteries lame movies lame cartoons any songs with good lyrics music,sadness
1267,i dropped erik off feeling rather discontent with the evening,sadness
